"Geno","Location","TRS_kg_per_Mg","CYMg_per_ha","Population","Dia","Brix","Fiber","SW_kg","Sucrose..","Moisture","Pol..Reading","Purity"
"HO05-961","Light",121.068529138168,54.2962443184159,73549.9428290101,20.7653356789562,19.8376298330243,12.1699726998028,0.77173683947558,16.9305425431768,70.4679182620077,73.0313791683917,84.2242577612319
"HO06-523","Heavy",122.870044438764,88.7201414077371,99229.5893870992,22.3388743302802,19.7158459475208,13.3994866225114,0.922552602931596,17.3576326488753,69.1892612879861,73.8977036021191,85.3033090690416
"HO06-523","Light",130.10360219975,69.5540167756442,83747.8631832497,20.9352268660498,20.4071854333188,14.0114048928611,0.875527605953867,17.9335602144206,68.3411855929157,77.5514683827246,86.8474905588872
"HO06-530","Heavy",107.800727499127,78.829024931233,102382.775324515,23.6283097416295,18.9204907583788,11.9072847267396,0.785516704229887,15.7202570699675,71.3061346328601,66.9135532320831,80.7242859835965
"HO06-530","Light",108.737319660452,54.0421800851728,73532.9809214687,22.044557177054,19.0668095198147,12.7054769024726,0.77847127542478,15.5563804929133,70.7148752372058,66.8278453776182,80.6126598163595
"HO06-563","Heavy",122.396633467402,86.0166036129981,95111.428642243,21.4419598927329,19.9119505417426,13.9405654554435,0.932174633323937,17.3454248137279,68.5708904603472,74.4398915334087,84.9713550712515
"HO06-563","Light",127.357162120207,83.1551121222291,88722.3230298469,23.3380964999885,20.3288802129525,14.1270436825296,0.925193549063589,17.6581062169419,68.3878318837767,76.3443988734291,85.7164715207864
"HO07-3045-11","Light",80.0004258158506,34.0161566924727,107984.742452749,14.0505598751115,15.4673083547516,21.2024932221254,0.322395412401133,11.8346046757295,67.1648440745325,50.0242878940042,75.1751360742613
"HO07-613","Heavy",122.670442110907,71.4241597064222,82630.3031941221,22.7712570329187,19.8490160574886,12.2763658316066,0.809500033969746,17.3395472151027,69.5756948639072,74.9240102357744,85.5693406242193
"HO07-613","Light",123.292621058978,68.8802833317419,81691.1004578235,23.3026707198089,19.6849045802163,12.2035378666119,0.87651972908278,17.0922574172431,70.2817621885834,73.673141140931,85.6756346190897
"HO07-617","Heavy",112.689445458673,89.4761740925497,124309.358941987,20.1614129323697,19.1079174336791,11.9893199691165,0.738338962556103,16.2311728107899,70.9758736789434,68.8298025776712,82.3482403693763
"HO07-617","Light",127.348150553689,54.6937942626945,81221.2468439291,21.776510151935,20.5661872532423,12.3131026401983,0.720789596457482,17.7244426778941,69.6131923906582,76.6962426297914,85.1598946622832
"HO07-9017","Heavy",75.30132406799,66.083828298025,185303.770928956,17.0485961016117,16.5225813728323,23.6654646018212,0.377793704460908,12.0036118710908,64.6869457627906,50.5699518879698,70.6129510282649
