"Geno","TRS_kg_per_Mg","CYMg_per_ha","Population","Dia","Brix","Fiber","SW_kg","Sucrose..","Moisture","Pol..Reading","Purity"
"HO12-615",126.061996080627,72.6199518196893,131110.671346219,19.0291666662498,20.0320080452827,13.9556001898028,0.539199068168194,17.5411681978843,68.5191530851167,75.753545759865,86.0382837603379
"HO12-629",116.972480829832,61.9269128875626,90072.9949900438,22.4083333337498,19.5952615517508,13.2786577838401,0.716011304685325,16.5743832145491,69.5305236207801,71.4757083219928,82.8770594095874
"HO12-630",116.394685606366,72.043666530598,84784.7351658706,22.4208333337498,19.6275614979812,13.7805431406856,0.822641516884378,16.5270295140893,69.1361055984401,71.3534878245612,81.9779210694618
"HO14-9273",117.866607205516,105.037982803465,120085.263480865,20.7999999987498,19.4541066521181,17.2144236484157,0.876554731167202,16.6147500021143,66.7616437379354,71.555200399905,83.8269097020557
"HO15-9360",121.53303947545,58.758367093219,102201.077589898,16.4833333324998,19.555807095795,15.3681261776103,0.534180890786875,16.9837588351142,67.9072966067279,73.1815644084097,85.2984293272092
"HO16-9003",103.976649945913,77.1968252973282,180940.87829936,15.8726027345644,17.8914635293991,20.0890581634267,0.450650014414741,14.8686647929326,65.8997179692935,63.5621298252667,81.4398223571977
"Ho89-889",134.848448642096,69.9600894932199,85508.267263742,23.486821515037,21.7581804276747,13.4747363793312,0.846974552750244,18.8609723132389,67.7028940998217,82.0930431552349,85.5287962839146
"HO89-889",122.532432718104,66.7626298207556,89746.3782992798,19.6490073466538,20.4028100627764,13.6100455707744,0.769087122730283,17.3191420017621,68.7776868170252,74.925669804491,83.4303699656567
"HO95-988",127.66581532094,68.129420306442,93904.253946073,23.1791666662498,20.3398321470852,12.502865671381,0.745370986820211,17.7820924234339,69.4243471573661,76.8985603609074,85.9432897659819
"HOCP00-930",117.446762671859,52.5411177715833,86915.1188174792,20.5208333337498,19.5879469639192,13.1611840102795,0.592663562043151,16.6120375714015,69.9778276038137,71.5643295167888,83.4323709909879
"HOCP00-950",129.242405404087,65.7938188233204,88391.3405024848,22.2083333349998,21.2784469965831,12.2098493152042,0.725308065967112,18.2022711665801,68.9727887271973,79.0763324438178,84.0733229621385
"HoCP01-517",132.708177917096,54.5637904485324,71156.767263742,20.936821515037,20.9306772226746,12.5697379843312,0.769485856208577,18.4215123982389,69.1288340448217,79.8565052202349,86.8042227589146
"HOCP01-517",126.074308088217,68.2128992586068,70909.3783038667,23.0601910437798,20.2942038853132,11.7543699401599,0.951631194262567,17.6195929916434,70.1468571750923,76.1819851119472,85.2485679167602
"HOCP01-523",123.282573385897,119.782515135613,142969.588741865,20.4253675756843,20.2705197592922,13.6386388894408,0.814316704419987,17.352136619367,68.9766755572964,75.005914821274,84.131433118891
"HOCP02-610",116.544574773164,92.5773870229627,112516.690271112,21.6499999999998,19.398792437612,13.4646823237764,0.845237878611726,16.4751585324958,69.7706515169096,70.9181180421723,83.5562073206619
"HOCP02-618",120.848898793249,45.2649428158053,82411.3780628898,18.9666666674998,19.454349025902,13.0354218190566,0.517899074371922,16.8891268364194,69.9095946535914,72.709835803191,85.3700975127697
"HOCP02-623",125.801961510399,57.551753476005,93960.1116278166,19.2541666662498,20.0375261917303,14.2277472910627,0.588168918856254,17.5188642828226,68.4796297813825,75.654458086032,85.7937429641246
